REGIONAL_GESTOR;REGIONAL;FAMILIA;PERIODO;VOL_VENDA
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-02-01;69647,26
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-03-01;104615,00
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-04-01;22156,69
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-05-01;36029,50
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-06-01;47946,84
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-07-01;49072,60
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-08-01;90749,40
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-09-01;77238,01
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-10-01;32264,51
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-11-01;7139,97
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-12-01;62554,20
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-01-01;9920,60
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-02-01;48217,10
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-03-01;50154,54
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-04-01;24858,53
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-05-01;70013,83
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-06-01;89305,88
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-07-01;59513,22
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-08-01;9691,75
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-09-01;52447,96
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-10-01;42084,81
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-11-01;18100,00
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-12-01;54344,58
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-01-01;43534,90
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-02-01;19082,28
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-03-01;82339,64
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-04-01;54715,29
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-05-01;23249,71
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-06-01;169265,48
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-07-01;53352,42
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-08-01;141736,10
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-09-01;122155,32
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-10-01;75934,26
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-11-01;73332,40
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2025-12-01;92224,19
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-01-01;18026,74
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-02-01;117756,58
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-03-01;109110,75
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-04-01;150575,30
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-05-01;42120,57
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-06-01;73422,82
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-07-01;151182,93
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-08-01;56117,25
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-01-01;820,72
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-02-01;6769,34
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-03-01;16034,49
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-04-01;3022,10
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-05-01;5727,39
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-06-01;6463,46
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-07-01;2236,07
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-08-01;2312,73
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-09-01;5752,34
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-10-01;5355,18
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-11-01;1807,78
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2022-12-01;3685,45
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-01-01;53,21
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-02-01;11623,72
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-03-01;7368,38
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-04-01;1646,28
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-05-01;2284,82
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-06-01;4113,16
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-07-01;1813,08
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-08-01;8708,52
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-09-01;3862,43
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-10-01;3259,54
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-11-01;645,67
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2023-12-01;2127,18
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-01-01;1911,35
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-02-01;4933,90
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-03-01;2981,11
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-04-01;2131,21
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-05-01;5094,75
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-06-01;4518,60
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-07-01;7538,26
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-08-01;1284,65
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-09-01;5350,71
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-10-01;3689,99
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-11-01;2337,14
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2024-12-01;5786,69
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-01-01;7155,98
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-02-01;5307,69
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-03-01;1761,86
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-04-01;1704,82
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-05-01;5922,90
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-06-01;3031,09
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-07-01;2686,47
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-08-01;2541,11
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-09-01;3578,75
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-10-01;4048,39
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-11-01;2409,70
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2025-12-01;5935,52
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-01-01;407,24
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-02-01;3561,57
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-03-01;4430,89
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-04-01;4087,64
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-05-01;1231,62
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-06-01;2862,39
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-07-01;5400,53
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-08-01;1166,23
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-01-01;53004,34
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-02-01;142016,16
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-03-01;149842,95
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-04-01;209301,03
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-05-01;185682,62
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-06-01;128624,40
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-07-01;192099,08
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-08-01;386393,58
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-09-01;118503,30
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-10-01;232829,68
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-11-01;125911,37
CO NO;NORTE;00 - TUBOS PVC KRONA;2022-12-01;300343,30
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-01-01;110717,20
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-02-01;233633,25
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-03-01;201254,92
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-04-01;192739,38
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-05-01;139516,59
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-06-01;358262,13
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-07-01;293989,12
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-08-01;252531,79
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-09-01;456996,27
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-10-01;263904,05
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-11-01;95832,16
CO NO;NORTE;00 - TUBOS PVC KRONA;2023-12-01;480002,34
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-01-01;97809,16
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-02-01;241606,09
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-03-01;129658,61
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-04-01;329296,19
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-05-01;221817,68
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-06-01;538156,43
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-07-01;135893,97
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-08-01;419638,77
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-09-01;249130,24
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-10-01;407886,61
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-11-01;289526,41
CO NO;NORTE;00 - TUBOS PVC KRONA;2024-12-01;368148,11
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-01-01;84822,48
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-02-01;326669,47
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-03-01;228468,82
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-04-01;137705,62
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-05-01;197935,12
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-06-01;602403,49
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-07-01;471883,95
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-08-01;286017,77
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-09-01;323142,46
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-10-01;432621,36
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-11-01;328495,19
CO NO;NORTE;00 - TUBOS PVC KRONA;2025-12-01;442827,57
CO NO;NORTE;00 - TUBOS PVC KRONA;2026-01-01;239934,90
CO NO;NORTE;00 - TUBOS PVC KRONA;2026-02-01;490765,56
CO NO;NORTE;00 - TUBOS PVC KRONA;2026-03-01;452619,70
CO NO;NORTE;00 - TUBOS PVC KRONA;2026-04-01;529738,08
CO NO;NORTE;00 - TUBOS PVC KRONA;2026-05-01;388148,50
CO NO;NORTE;00 - TUBOS PVC KRONA;2026-06-01;317929,83
CO NO;NORTE;00 - TUBOS PVC KRONA;2026-07-01;237330,56
CO NO;NORTE;00 - TUBOS PVC KRONA;2026-08-01;247640,13
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-01-01;2470,40
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-02-01;8756,05
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-03-01;15407,76
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-04-01;15125,05
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-05-01;4114,99
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-06-01;4549,67
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-07-01;10031,45
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-08-01;11045,25
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-09-01;11232,03
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-10-01;14514,92
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-11-01;8537,50
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2022-12-01;52760,52
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-01-01;6327,45
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-02-01;15567,89
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-03-01;12898,30
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-04-01;12048,33
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-05-01;7502,11
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-06-01;14060,10
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-07-01;14154,14
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-08-01;15081,70
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-09-01;26146,18
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-10-01;21660,94
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-11-01;5840,15
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2023-12-01;22362,06
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-01-01;3316,36
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-02-01;7707,60
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-03-01;8644,03
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-04-01;12513,33
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-05-01;13782,73
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-06-01;32393,08
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-07-01;7466,81
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-08-01;8865,72
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-09-01;11831,72
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-10-01;10135,40
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-11-01;5236,60
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2024-12-01;6149,52
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-01-01;2341,66
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-02-01;9549,27
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-03-01;3497,18
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-04-01;3970,95
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-05-01;10845,22
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-06-01;16192,23
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-07-01;18968,31
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-08-01;10424,15
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-09-01;4673,00
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-10-01;19363,22
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-11-01;7007,20
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2025-12-01;12549,90
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-01-01;4797,56
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-02-01;9437,63
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-03-01;12355,54
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-04-01;9559,60
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-05-01;10693,44
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-06-01;7930,52
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-07-01;11900,27
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-08-01;13772,50
CO NO;NORTE;02 - CONEXOES KRONA;2022-01-01;12205,06
CO NO;NORTE;02 - CONEXOES KRONA;2022-02-01;50904,01
CO NO;NORTE;02 - CONEXOES KRONA;2022-03-01;73824,76
CO NO;NORTE;02 - CONEXOES KRONA;2022-04-01;87402,01
CO NO;NORTE;02 - CONEXOES KRONA;2022-05-01;54607,07
CO NO;NORTE;02 - CONEXOES KRONA;2022-06-01;51290,41
CO NO;NORTE;02 - CONEXOES KRONA;2022-07-01;70307,61
CO NO;NORTE;02 - CONEXOES KRONA;2022-08-01;77033,87
CO NO;NORTE;02 - CONEXOES KRONA;2022-09-01;78800,56
CO NO;NORTE;02 - CONEXOES KRONA;2022-10-01;94705,33
CO NO;NORTE;02 - CONEXOES KRONA;2022-11-01;50153,42
CO NO;NORTE;02 - CONEXOES KRONA;2022-12-01;109415,67
CO NO;NORTE;02 - CONEXOES KRONA;2023-01-01;29913,33
CO NO;NORTE;02 - CONEXOES KRONA;2023-02-01;76481,81
CO NO;NORTE;02 - CONEXOES KRONA;2023-03-01;61220,16
CO NO;NORTE;02 - CONEXOES KRONA;2023-04-01;77778,91
CO NO;NORTE;02 - CONEXOES KRONA;2023-05-01;54464,56
CO NO;NORTE;02 - CONEXOES KRONA;2023-06-01;90657,09
CO NO;NORTE;02 - CONEXOES KRONA;2023-07-01;79453,96
CO NO;NORTE;02 - CONEXOES KRONA;2023-08-01;81403,11
CO NO;NORTE;02 - CONEXOES KRONA;2023-09-01;182590,37
CO NO;NORTE;02 - CONEXOES KRONA;2023-10-01;49724,69
CO NO;NORTE;02 - CONEXOES KRONA;2023-11-01;45668,15
CO NO;NORTE;02 - CONEXOES KRONA;2023-12-01;125013,06
CO NO;NORTE;02 - CONEXOES KRONA;2024-01-01;29707,24
CO NO;NORTE;02 - CONEXOES KRONA;2024-02-01;88984,27
CO NO;NORTE;02 - CONEXOES KRONA;2024-03-01;44288,17
CO NO;NORTE;02 - CONEXOES KRONA;2024-04-01;104720,34
CO NO;NORTE;02 - CONEXOES KRONA;2024-05-01;78588,78
CO NO;NORTE;02 - CONEXOES KRONA;2024-06-01;169316,90
CO NO;NORTE;02 - CONEXOES KRONA;2024-07-01;67023,35
CO NO;NORTE;02 - CONEXOES KRONA;2024-08-01;70015,06
CO NO;NORTE;02 - CONEXOES KRONA;2024-09-01;97707,60
CO NO;NORTE;02 - CONEXOES KRONA;2024-10-01;114707,08
CO NO;NORTE;02 - CONEXOES KRONA;2024-11-01;59508,97
CO NO;NORTE;02 - CONEXOES KRONA;2024-12-01;92789,06
CO NO;NORTE;02 - CONEXOES KRONA;2025-01-01;45112,47
CO NO;NORTE;02 - CONEXOES KRONA;2025-02-01;87774,04
CO NO;NORTE;02 - CONEXOES KRONA;2025-03-01;69424,76
CO NO;NORTE;02 - CONEXOES KRONA;2025-04-01;35195,39
CO NO;NORTE;02 - CONEXOES KRONA;2025-05-01;84034,59
CO NO;NORTE;02 - CONEXOES KRONA;2025-06-01;143925,81
CO NO;NORTE;02 - CONEXOES KRONA;2025-07-01;116384,55
CO NO;NORTE;02 - CONEXOES KRONA;2025-08-01;79832,73
CO NO;NORTE;02 - CONEXOES KRONA;2025-09-01;82191,78
CO NO;NORTE;02 - CONEXOES KRONA;2025-10-01;102013,20
CO NO;NORTE;02 - CONEXOES KRONA;2025-11-01;59140,57
CO NO;NORTE;02 - CONEXOES KRONA;2025-12-01;113654,65
CO NO;NORTE;02 - CONEXOES KRONA;2026-01-01;66660,89
CO NO;NORTE;02 - CONEXOES KRONA;2026-02-01;106384,45
CO NO;NORTE;02 - CONEXOES KRONA;2026-03-01;149718,94
CO NO;NORTE;02 - CONEXOES KRONA;2026-04-01;121825,17
CO NO;NORTE;02 - CONEXOES KRONA;2026-05-01;148928,17
CO NO;NORTE;02 - CONEXOES KRONA;2026-06-01;88050,41
CO NO;NORTE;02 - CONEXOES KRONA;2026-07-01;67682,15
CO NO;NORTE;02 - CONEXOES KRONA;2026-08-01;91076,45
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-01-01;4027,95
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-02-01;9006,54
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-03-01;11322,77
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-04-01;12388,53
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-05-01;7673,85
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-06-01;5255,48
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-07-01;11199,47
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-08-01;8486,73
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-09-01;10580,96
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-10-01;13462,23
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-11-01;6976,62
CO NO;NORTE;03 - ACESSORIOS KRONA;2022-12-01;16101,72
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-01-01;4540,18
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-02-01;13514,86
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-03-01;9295,88
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-04-01;12947,42
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-05-01;6628,40
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-06-01;14468,89
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-07-01;12332,46
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-08-01;11577,81
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-09-01;24089,78
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-10-01;7982,69
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-11-01;5479,16
CO NO;NORTE;03 - ACESSORIOS KRONA;2023-12-01;18053,26
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-01-01;3314,13
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-02-01;12026,29
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-03-01;7464,19
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-04-01;13252,69
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-05-01;14340,43
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-06-01;21608,97
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-07-01;10453,72
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-08-01;7204,90
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-09-01;15268,83
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-10-01;14950,33
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-11-01;7850,71
CO NO;NORTE;03 - ACESSORIOS KRONA;2024-12-01;11302,72
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-01-01;7468,94
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-02-01;9213,39
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-03-01;9695,82
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-04-01;4443,78
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-05-01;10573,24
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-06-01;17523,44
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-07-01;14137,02
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-08-01;7689,02
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-09-01;10299,75
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-10-01;14528,68
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-11-01;6339,05
CO NO;NORTE;03 - ACESSORIOS KRONA;2025-12-01;12933,00
CO NO;NORTE;03 - ACESSORIOS KRONA;2026-01-01;17888,24
CO NO;NORTE;03 - ACESSORIOS KRONA;2026-02-01;14701,63
CO NO;NORTE;03 - ACESSORIOS KRONA;2026-03-01;17392,75
CO NO;NORTE;03 - ACESSORIOS KRONA;2026-04-01;17034,63
CO NO;NORTE;03 - ACESSORIOS KRONA;2026-05-01;16885,78
CO NO;NORTE;03 - ACESSORIOS KRONA;2026-06-01;22407,08
CO NO;NORTE;03 - ACESSORIOS KRONA;2026-07-01;11651,79
CO NO;NORTE;03 - ACESSORIOS KRONA;2026-08-01;13114,66
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-01-01;502,99
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-02-01;2066,91
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-03-01;1426,58
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-04-01;1540,08
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-05-01;1433,00
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-06-01;1262,13
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-07-01;1380,02
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-08-01;1428,95
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-09-01;2165,46
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-10-01;2074,92
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-11-01;2161,29
CO NO;NORTE;04 - PRODUTOS REVENDA;2022-12-01;3338,16
CO NO;NORTE;04 - PRODUTOS REVENDA;2023-01-01;882,70
CO NO;NORTE;04 - PRODUTOS REVENDA;2023-02-01;1961,08
CO NO;NORTE;04 - PRODUTOS REVENDA;2023-03-01;1704,03
CO NO;NORTE;04 - PRODUTOS REVENDA;2023-04-01;2251,58
